id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
6451,129737.0,Martin Dúbravka,Martin,Dúbravka,1989-01-15,Slovakia,Slovakia,1.0,G,Goalkeeper,79,114.0,5.0,57.0,32.0,,72.0,171.0,,,3.0,12.0,,86.0,38.0,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,4.0,,,,1.0,,4.0,9.0,1.0,51.0,,245.0,12.0,,11.0,11.0,,1.0,,,,37.0,195.0,57.0,5.0,3.0,1080.0,,,,157.0,0.0,29.0,48.0,,145.0,145.0,,11.0,,,34.0,,,11.0,111.0,,,121.0,8.0,9.0,,,,58984.193359375,51.0,195.0,104.0,,217.0,316.0,,,,,,,401.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,39.0,7.0,32.0,2.0,,7.0,17.0,2.0,93.0,12.0,64.0,32.0,1.0,1.0,6.0,21.0,5.0,26.0,1.0,0.0,13.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,256337.0,Shane Duffy,Shane,Duffy,1992-01-01,Northern Ireland,Ireland,4.0,D,Centre Central Defender,79,866.0,42.0,175.0,18.0,1.0,135.0,1039.0,,95.0,198.0,37.0,17.0,296.0,247.0,28.0,,7.0,1.0,,5.0,,5.0,6.0,,,,,,,1.0,,,3.0,,73.0,162.0,2.0,15.0,5.0,13.0,9.0,2.0,1.0,2.0,13.0,137.0,254.0,327.0,237.0,149.0,33.0,519.0,37.0,,52.0,49.0,,237.0,249.0,50.0,50.0,468.0,285.0,116.0,16.0,42.0,3294.0,5.0,3.0,5.0,1323.0,59.0,64.0,128.0,26.0,342.0,342.0,,130.0,32.0,15.0,298.0,18.0,3.0,64.0,1016.0,7.0,8.0,970.0,92.0,327.0,7.0,3.0,3.0,342927.880859375,192.0,391.0,121.0,2.0,297.0,1358.0,,28.0,2.0,,31.0,,1960.0,66.0,15.0,15.0,25.0,8.0,6.0,19.0,2.0,2.0,1.0,4.0,,21.0,2.0,0.0,2.0,,,,,16.0,5.0,22.0,,17.0,5.0,,,2.0,1.0,3.0,,,,,6.0,2.0,2.0,2.0,,5.0,4.0,1.0,5.0,3.0,1.0,1.0,,1.0,1.0,12.0,14.0,1.0,1.0,,1.0,4.0,,,10.0,7.0,4.0,6.0,8.0,3.0,,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14771,288976.0,Demeaco Duhaney,Demeaco,Duhaney,1998-10-13,England,England,21.0,D,Right Full Back,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23738,283096.0,Stephen Duke-McKenna,Stephen,Duke-McKenna,2000-08-17,England,Guyana,41.0,M,Right Winger,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,176689.0,Paul Dummett,Paul,Dummett,1991-09-26,Wales,Wales,,D,Defender,79,226.0,26.0,193.0,21.0,,39.0,416.0,1.0,35.0,55.0,20.0,5.0,145.0,73.0,3.0,1.0,6.0,,,1.0,3.0,2.0,,,,1.0,,1.0,,2.0,,,,,56.0,73.0,,40.0,1.0,13.0,5.0,10.0,12.0,2.0,5.0,57.0,93.0,92.0,56.0,115.0,8.0,319.0,19.0,,18.0,18.0,,56.0,102.0,23.0,23.0,22.0,134.0,60.0,8.0,24.0,1603.0,3.0,3.0,,593.0,10.0,190.0,7.0,31.0,250.0,250.0,,45.0,28.0,40.0,202.0,3.0,1.0,95.0,410.0,17.0,6.0,287.0,64.0,92.0,,22.0,22.0,184887.4217529297,156.0,334.0,67.0,,102.0,599.0,,4.0,2.0,1.0,28.0,1.0,1004.0,4.0,4.0,4.0,11.0,7.0,,20.0,3.0,3.0,3.0,116.0,,2.0,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,1.0,,,0.0,,15.0,,,15.0,,,,,,,4.0,10.0,,1.0,2.0,,1.0,,,5.0,,154.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,13742.0,Lewis Dunk,Lewis,Dunk,1991-11-21,England,England,30.0,D,Defender,79,882.0,82.0,292.0,17.0,3.0,164.0,1172.0,1.0,73.0,122.0,38.0,18.0,307.0,253.0,25.0,2.0,10.0,,,9.0,1.0,3.0,2.0,,,1.0,1.0,2.0,,4.0,1.0,2.0,10.0,,102.0,252.0,3.0,28.0,9.0,23.0,10.0,4.0,3.0,8.0,13.0,142.0,214.0,223.0,128.0,231.0,36.0,593.0,38.0,1.0,54.0,51.0,,128.0,157.0,71.0,71.0,244.0,352.0,161.0,16.0,36.0,3420.0,6.0,5.0,9.0,1459.0,58.0,206.0,95.0,31.0,373.0,373.0,,181.0,71.0,28.0,557.0,9.0,3.0,100.0,1153.0,15.0,11.0,967.0,184.0,223.0,13.0,7.0,7.0,355388.3623046875,274.0,536.0,104.0,3.0,359.0,1496.0,,27.0,,,67.0,3.0,2100.0,43.0,21.0,21.0,17.0,9.0,10.0,33.0,2.0,2.0,,15.0,,16.0,,1.0,1.0,1.0,,,,7.0,6.0,13.0,1.0,8.0,7.0,,,,1.0,3.0,,,,,4.0,1.0,4.0,1.0,1.0,7.0,2.0,1.0,7.0,3.0,1.0,,,1.0,,16.0,16.0,1.0,,1.0,,4.0,1.0,1.0,3.0,0.0,15.0,6.0,7.0,,1.0,,,1.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,19449.0,Nathan Dyer,Nathan,Dyer,1987-11-29,England,England,24.0,M,Right Winger,79,136.0,2.0,284.0,,34.0,5.0,415.0,1.0,29.0,5.0,24.0,11.0,114.0,69.0,3.0,7.0,10.0,,,1.0,2.0,1.0,1.0,3.0,,3.0,1.0,7.0,,7.0,,2.0,8.0,,166.0,82.0,1.0,33.0,4.0,18.0,,26.0,6.0,29.0,5.0,115.0,70.0,2.0,1.0,35.0,17.0,105.0,16.0,,21.0,16.0,,1.0,18.0,11.0,11.0,162.0,18.0,9.0,12.0,,1312.0,4.0,6.0,2.0,510.0,,60.0,152.0,45.0,227.0,227.0,5.0,36.0,41.0,33.0,79.0,4.0,,140.0,413.0,13.0,10.0,155.0,5.0,2.0,48.0,33.0,33.0,150282.96948242188,190.0,390.0,6.0,37.0,12.0,512.0,,10.0,13.0,8.0,22.0,2.0,775.0,31.0,40.0,40.0,20.0,7.0,23.0,16.0,5.0,5.0,3.0,6.0,,1.0,1.0,,0.0,1.0,,,,,,,,0.0,1.0,,,,,1.0,,,,1.0,2.0,,2.0,1.0,,1.0,,,1.0,5.0,,,,,1.0,,,6.0,0.0,3.0,1.0,,1.0,1.0,7.0,1.0,7.0,5.0,2.0,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707,47186.0,Ederson,Ederson,Santana de Moraes,1993-08-17,Brazil,Brazil,31.0,G,Goalkeeper,79,748.0,59.0,44.0,14.0,0.0,147.0,792.0,,,12.0,36.0,0.0,131.0,93.0,,,,,,,,,,,,,,,,,,,,,,286.0,,1.0,,,16.0,,,1.0,4.0,1.0,20.0,29.0,3.0,75.0,0.0,473.0,36.0,,26.0,20.0,,3.0,4.0,0.0,0.0,200.0,144.0,46.0,2.0,12.0,3195.0,1.0,,,688.0,,38.0,41.0,13.0,147.0,147.0,,77.0,4.0,1.0,255.0,,,18.0,624.0,1.0,1.0,787.0,74.0,29.0,1.0,,,136151.72985839844,74.0,141.0,77.0,0.0,280.0,928.0,,,1.0,,1.0,,1236.0,,3.0,3.0,6.0,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,4.0,,,,115.0,39.0,163.0,1.0,1.0,16.0,31.0,15.0,160.0,15.0,190.0,167.0,2.0,2.0,14.0,37.0,19.0,58.0,4.0,4.0,19.0,40.0,1.0,,,,,,,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12265,163640.0,Eduardo,Eduardo,dos Reis Carvalho,1982-09-19,Portugal,Portugal,82.0,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15038,312156.0,Thomas Edwards,Thomas,Edwards,1999-01-22,England,England,7.0,D,Full Back,79,72.0,5.0,46.0,1.0,,9.0,116.0,,6.0,8.0,6.0,2.0,60.0,37.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,24.0,29.0,,7.0,1.0,,,5.0,9.0,,1.0,9.0,28.0,19.0,10.0,33.0,3.0,82.0,6.0,,15.0,11.0,,10.0,15.0,5.0,5.0,49.0,41.0,19.0,4.0,3.0,483.0,1.0,,,162.0,2.0,3.0,48.0,17.0,72.0,72.0,1.0,21.0,7.0,7.0,7.0,,,15.0,116.0,3.0,1.0,86.0,16.0,19.0,3.0,15.0,15.0,54434.6083984375,38.0,91.0,13.0,,32.0,162.0,,1.0,2.0,,15.0,,279.0,1.0,6.0,6.0,2.0,1.0,3.0,9.0,2.0,2.0,,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,4.0,,,,,,2.0,3.0,,,1.0,,,,,0.0,,39.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14753,199366.0,Ovie Ejaria,Ovie,Ejaria,1997-11-18,England,England,14.0,M,Centre Central Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,162033.0,Callum Elder,Callum,Elder,1995-01-27,Australia,Australia,3.0,D,Left Full Back,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21468,261166.0,Andrew Eleftheriou,Andrew,Eleftheriou,1997-11-08,England,England,15.0,D,Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,268356.0,Robert Elliot,Robert,Elliot,1986-04-30,Ireland,Ireland,35.0,G,Goalkeeper,79,130.0,8.0,133.0,74.0,,167.0,263.0,,1.0,6.0,16.0,,142.0,81.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,,1.0,3.0,,,,2.0,2.0,7.0,17.0,2.0,99.0,,423.0,16.0,,21.0,18.0,,2.0,1.0,0.0,0.0,42.0,335.0,137.0,9.0,11.0,1440.0,,,,213.0,0.0,53.0,54.0,5.0,229.0,229.0,,4.0,0.0,,26.0,,,30.0,116.0,,,160.0,10.0,17.0,,,,70976.60571289062,99.0,331.0,201.0,,393.0,491.0,,,,,,,624.0,,0.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,90.0,10.0,45.0,4.0,2.0,14.0,31.0,7.0,159.0,13.0,108.0,46.0,2.0,1.0,9.0,31.0,13.0,44.0,2.0,0.0,15.0,10.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16803,289337.0,Emerson,Emerson,Palmieri dos Santos,1994-08-03,Brazil,Italy,3.0,D,Left Full Back,79,50.0,3.0,57.0,,,4.0,105.0,,1.0,3.0,5.0,3.0,15.0,18.0,2.0,,,1.0,,,1.0,,,,,,,,,2.0,,1.0,1.0,1.0,42.0,17.0,,5.0,,,1.0,12.0,2.0,2.0,,9.0,19.0,9.0,5.0,5.0,3.0,36.0,3.0,,4.0,4.0,,5.0,8.0,2.0,2.0,3.0,7.0,1.0,3.0,,279.0,,1.0,2.0,128.0,,51.0,2.0,11.0,53.0,53.0,,12.0,5.0,5.0,50.0,,,25.0,102.0,2.0,1.0,62.0,11.0,9.0,8.0,15.0,14.0,34510.05676269531,31.0,84.0,3.0,,9.0,131.0,,2.0,1.0,2.0,6.0,,220.0,9.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,1.0,26.0,,1.0,,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,30.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,302740.0,Christian Eriksen,Christian,Eriksen,1992-02-14,Denmark,Denmark,21.0,M,Centre Attacking Midfielder,79,483.0,90.0,1427.0,1.0,65.0,134.0,1860.0,7.0,27.0,18.0,37.0,9.0,218.0,109.0,35.0,62.0,63.0,8.0,0.0,10.0,28.0,4.0,4.0,27.0,2.0,13.0,20.0,58.0,1.0,75.0,4.0,22.0,67.0,3.0,462.0,227.0,2.0,94.0,37.0,42.0,13.0,49.0,35.0,72.0,7.0,177.0,118.0,17.0,3.0,375.0,14.0,663.0,37.0,10.0,33.0,29.0,9.0,3.0,77.0,31.0,31.0,555.0,179.0,118.0,7.0,2.0,3226.0,43.0,52.0,39.0,2136.0,1.0,339.0,368.0,353.0,767.0,767.0,23.0,56.0,148.0,94.0,578.0,21.0,2.0,763.0,1757.0,37.0,95.0,532.0,206.0,17.0,53.0,222.0,120.0,428847.841796875,1036.0,1948.0,16.0,70.0,210.0,2258.0,0.0,97.0,8.0,,51.0,24.0,3016.0,97.0,75.0,75.0,21.0,23.0,29.0,29.0,50.0,22.0,9.0,9.0,1.0,20.0,6.0,3.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,2.0,8.0,8.0,9.0,6.0,6.0,,3.0,10.0,,,,,1.0,4.0,10.0,15.0,4.0,4.0,,,4.0,4.0,10.0,9.0,5.0,2.0,1.0,1.0,,6.0,,2.0,,,1.0,2.0,24.0,1.0,11.0,38.0,,,2.0,,,7.0,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,,1.0,4.0,1.0,,1.0,16.0,,,,36.0,,,,125.0,,,30.0,12.0,4.0,1.0,104.0,,,,,,,,0.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
3156,129750.0,Jonny Evans,Jonny,Evans,1988-01-03,Northern Ireland,Northern Ireland,6.0,D,Centre Central Defender,79,545.0,42.0,226.0,22.0,,80.0,769.0,,34.0,54.0,28.0,20.0,187.0,149.0,10.0,,6.0,,,3.0,,1.0,,,,,,,,,,1.0,2.0,,88.0,142.0,,13.0,3.0,19.0,4.0,1.0,3.0,6.0,11.0,84.0,120.0,126.0,67.0,139.0,26.0,417.0,26.0,2.0,38.0,33.0,,67.0,131.0,48.0,48.0,177.0,194.0,103.0,15.0,14.0,2273.0,4.0,4.0,5.0,918.0,13.0,123.0,61.0,21.0,215.0,215.0,1.0,101.0,40.0,13.0,279.0,2.0,3.0,91.0,743.0,9.0,8.0,610.0,81.0,126.0,10.0,4.0,4.0,257184.7165527344,164.0,355.0,75.0,,164.0,961.0,,10.0,4.0,2.0,29.0,,1292.0,19.0,10.0,10.0,27.0,2.0,10.0,22.0,2.0,2.0,1.0,14.0,,7.0,,1.0,,,,,1.0,2.0,2.0,6.0,2.0,2.0,3.0,,,,,1.0,,,,,3.0,,2.0,1.0,2.0,5.0,1.0,,5.0,5.0,2.0,1.0,1.0,1.0,0.0,11.0,4.0,1.0,,1.0,,1.0,,,2.0,,15.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,94513.0,Patrice Evra,Patrice,Evra,1981-05-15,Senegal,France,27.0,D,Left Full Back,79,42.0,7.0,26.0,1.0,,5.0,68.0,,7.0,7.0,5.0,,32.0,19.0,,,,,,,,,,,,,,,,,,,,,11.0,18.0,,10.0,,2.0,,2.0,,5.0,1.0,14.0,18.0,6.0,4.0,16.0,,51.0,3.0,,10.0,8.0,,4.0,8.0,7.0,7.0,2.0,14.0,7.0,3.0,,228.0,,,,95.0,1.0,27.0,1.0,1.0,41.0,41.0,,10.0,8.0,10.0,33.0,,,11.0,66.0,3.0,,54.0,16.0,6.0,3.0,2.0,2.0,24937.50216674804,20.0,45.0,5.0,,11.0,97.0,,,2.0,2.0,6.0,1.0,157.0,,0.0,0.0,2.0,1.0,3.0,4.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,1.0,20.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,129917.0,Lukasz Fabianski,Lukasz,Fabianski,1985-04-18,Poland,Poland,1.0,G,Goalkeeper,79,353.0,19.0,241.0,118.0,,340.0,594.0,,4.0,15.0,38.0,,330.0,211.0,,,1.0,,,,,,,,,,,,,,,,,,,365.0,,2.0,,,9.0,,,,9.0,4.0,17.0,25.0,1.0,202.0,1.0,891.0,38.0,,56.0,48.0,,1.0,1.0,0.0,0.0,112.0,691.0,244.0,21.0,23.0,3420.0,1.0,,,534.0,0.0,113.0,193.0,12.0,524.0,524.0,,38.0,,2.0,110.0,,,40.0,335.0,,1.0,431.0,27.0,25.0,0.0,,,163263.66479492188,202.0,682.0,368.0,1.0,857.0,1113.0,,,,,,,1496.0,,,,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,8.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,168.0,10.0,158.0,1.0,12.0,15.0,75.0,5.0,358.0,39.0,288.0,159.0,6.0,3.0,15.0,91.0,45.0,137.0,11.0,2.0,42.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,153033.0,Cesc Fàbregas,Cesc,Fàbregas,1987-05-04,Spain,Spain,4.0,M,Centre Central Midfielder,79,588.0,142.0,1281.0,2.0,48.0,127.0,1826.0,10.0,23.0,10.0,32.0,18.0,148.0,100.0,20.0,18.0,53.0,,,6.0,4.0,4.0,2.0,9.0,,5.0,3.0,18.0,0.0,30.0,1.0,7.0,32.0,1.0,309.0,171.0,2.0,59.0,15.0,51.0,6.0,30.0,10.0,24.0,7.0,126.0,118.0,23.0,10.0,389.0,25.0,838.0,25.0,2.0,26.0,24.0,2.0,10.0,66.0,22.0,22.0,538.0,291.0,218.0,9.0,3.0,2308.0,36.0,53.0,10.0,2034.0,4.0,188.0,373.0,275.0,529.0,529.0,8.0,76.0,87.0,59.0,504.0,13.0,3.0,751.0,1683.0,21.0,90.0,650.0,294.0,23.0,24.0,140.0,55.0,307023.17321777344,998.0,1679.0,8.0,49.0,221.0,2189.0,2.0,38.0,9.0,7.0,68.0,22.0,2643.0,73.0,21.0,21.0,22.0,16.0,18.0,49.0,43.0,15.0,10.0,4.0,,10.0,4.0,0.0,1.0,,,1.0,,1.0,,1.0,2.0,7.0,5.0,1.0,1.0,,2.0,4.0,1.0,,,,4.0,2.0,4.0,8.0,,3.0,,,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,14.0,5.0,4.0,23.0,4.0,3.0,,1.0,,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,,0.0,,,1.0,2.0,,,,15.0,,,,151.0,,,29.0,5.0,3.0,1.0,86.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
3182,275171.0,Adam Federici,Adam,Federici,1985-01-31,Australia,Australia,,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
